Vote by County,Trump,Clinton,Rpt.,State
McPherson,257,14,100%,NE
New Vineyard,256,130,100%,ME
Sioux,256,758,100%,ND
Orford,256,417,100%,NH
Starksboro,256,534,100%,VT
Abbot,255,101,100%,ME
Oakfield,254,102,100%,ME
Stockbridge,252,963,100%,MA
Cabot,252,394,100%,VT
Lowell,250,123,100%,VT
Conway,249,865,100%,MA
Island Falls,249,124,100%,ME
Machiasport,249,184,100%,ME
Vinalhaven,249,448,100%,ME
Cornwall,248,622,100%,CT
Monroe,246,247,100%,ME
Carroll,245,213,100%,NH
Chester,244,65,100%,ME
Waldo,244,192,100%,ME
Surry,244,237,100%,NH
Coventry,244,196,100%,VT
Danforth,243,92,100%,ME
Canton,242,152,100%,ME
Tunbridge,242,349,100%,VT
Oglala Lakota,241,2504,100%,SD
Eden,241,221,100%,VT
Washington,241,217,100%,VT
New Portland,240,157,100%,ME
Acworth,240,274,100%,NH
Fletcher,240,336,100%,VT
Ryegate,239,252,100%,VT
Hebron,238,175,100%,NH
Stamford,238,203,100%,VT
Eagle Lake,237,218,100%,ME
LaGrange,237,112,100%,ME
Arthur,237,16,100%,NE
Industry,234,189,100%,ME
Groton,234,159,100%,VT
Franconia,233,483,100%,NH
Lyme,232,890,100%,NH
Benson,232,216,100%,VT
Huntington,232,796,100%,VT
Killington,232,357,100%,VT
Gilsum,231,197,100%,NH
Stewartstown,231,95,100%,NH
Brookfield,231,378,100%,VT
Montgomery,231,302,100%,VT
Buckland,230,700,100%,MA
Shelburne,230,813,100%,MA
Worthington,229,430,100%,MA
South Bristol,229,332,100%,ME
Detroit,228,147,100%,ME
Middlesex,228,719,100%,VT
Charlemont,227,406,100%,MA
Penobscot Cty Townships,226,97,100%,ME
Mercer,225,158,100%,ME
New Limerick,224,97,100%,ME
Prospect,224,159,100%,ME
Eustis,222,136,100%,ME
Mattawamkeag,222,108,100%,ME
Sutton,220,168,100%,VT
Westport,219,241,100%,ME
Columbia,219,109,100%,NH
New Marlborough,218,564,100%,MA
Richmond,218,696,100%,MA
Braintree,217,289,100%,VT
Sharon,217,428,100%,VT
Moretown,216,649,100%,VT
North Hero,216,320,100%,VT
San Juan,215,265,100%,CO
Stonington,214,350,100%,ME
Goshen,213,364,100%,MA
Dummerston,213,797,100%,VT
Jackson,212,430,100%,NH
Alpine,211,318,100%,CA
Greenwood,211,213,100%,ME
Shoreham,211,356,100%,VT
Charleston,210,184,100%,VT
Waitsfield,210,751,100%,VT
Freedom,209,172,100%,ME
Bakersfield,209,295,100%,VT
Newfane,209,652,100%,VT
New Salem,208,337,100%,MA
Provincetown,208,2082,100%,MA
Alexander,208,80,100%,ME
Peru,207,255,100%,MA
Oxford Cty Townships,207,135,100%,ME
Canaan,207,179,100%,VT
Leicester,207,217,100%,VT
Canaan,205,362,100%,CT
Castine,205,329,100%,ME
New Shoreham,205,600,100%,RI
Bolton,205,389,100%,VT
Clark,203,44,100%,ID
Bridgewater,202,85,100%,ME
Cutler,202,70,100%,ME
Harrisville,202,446,100%,NH
Marlow,200,219,100%,NH
Somerville,197,101,100%,ME
Langdon,197,184,100%,NH
Morgan,197,101,100%,VT
Groton,196,112,100%,NH
Duxbury,196,434,100%,VT
Vienna,195,157,100%,ME
Calais,195,688,100%,VT
Bremen,194,282,100%,ME
Brownington,193,146,100%,VT
Glover,193,290,100%,VT
Thorndike,191,189,100%,ME
Norwich,191,1982,100%,VT
Sandisfield,190,254,100%,MA
Tolland,190,101,100%,MA
Brooksville,190,406,100%,ME
Columbia Falls,190,82,100%,ME
Jackson,189,104,100%,ME
Salisbury,189,296,100%,VT
Lincoln,188,494,100%,VT
Stark,186,98,100%,NH
Leverett,185,996,100%,MA
Marshfield,185,101,100%,ME
New Sweden,185,147,100%,ME
Ashfield,184,836,100%,MA
Robbinston,183,114,100%,ME
Albany,183,207,100%,VT
Halifax,183,202,100%,VT
Sunderland,183,281,100%,VT
Starks,182,122,100%,ME
Albany,182,195,100%,NH
Warren,182,752,100%,VT
Southport,179,218,100%,ME
Middletown Springs,179,233,100%,VT
West Stockbridge,178,659,100%,MA
Brooklin,177,346,100%,ME
Jonesboro,177,119,100%,ME
Alna,176,262,100%,ME
Piermont,175,179,100%,NH
Holland,175,81,100%,VT
Putney,175,992,100%,VT
Wheelock,175,156,100%,VT
Barnard,174,339,100%,VT
Townshend,174,412,100%,VT
Cambridge,173,65,100%,ME
Readsboro,173,166,100%,VT
West Windsor,173,469,100%,VT
Sullivan,172,196,100%,NH
Buffalo,171,296,100%,SD
Florida,170,190,100%,MA
Lyman,169,126,100%,NH
Woodbury,169,271,100%,VT
Whiting,168,139,100%,ME
Walden,168,246,100%,VT
Dennysville,166,94,100%,ME
Heath,165,244,100%,MA
Mariaville,165,91,100%,ME
Passadumkeag,165,37,100%,ME
Verona,164,122,100%,ME
Savoy,163,184,100%,MA
Hubbardton,163,188,100%,VT
Rochester,162,393,100%,VT
Stacyville,161,35,100%,ME
Bridgewater,160,280,100%,VT
Hancock,159,189,100%,MA
Windsor,159,313,100%,MA
Sugar Hill,159,237,100%,NH
Winhall,158,299,100%,VT
Cummington,156,334,100%,MA
Chapman,156,99,100%,ME
Somerset Cty Townships,156,57,100%,ME
Lowell,155,61,100%,ME
Moscow,155,88,100%,ME
Ripley,155,72,100%,ME
Portage Lake,153,88,100%,ME
Winter Harbor,153,113,100%,ME
Craftsbury,153,435,100%,VT
Weld,152,117,100%,ME
Columbia,151,43,100%,ME
Winn,151,36,100%,ME
Eastbrook,150,66,100%,ME
King,149,5,100%,TX
Fairlee,149,350,100%,VT
Egremont,147,621,100%,MA
Cornwall,147,517,100%,VT
Avon,146,76,100%,ME
Temple,146,154,100%,ME
Westfield,146,85,100%,ME
Waterville,146,161,100%,VT
Roxbury,143,76,100%,ME
Shutesbury,142,976,100%,MA
Warwick,142,271,100%,MA
Fayston,142,586,100%,VT
Beals,141,113,100%,ME
Waltham,141,48,100%,ME
Ludlow,140,65,100%,ME
New Canada,140,121,100%,ME
Isle La Motte,140,136,100%,VT
Stockbridge,140,222,100%,VT
Leyden,139,306,100%,MA
Carthage,139,90,100%,ME
Burlington,138,45,100%,ME
Nelson,138,259,100%,NH
Rupert,138,213,100%,VT
Wardsboro,137,199,100%,VT
Dorchester,136,51,100%,NH
Errol,135,54,100%,NH
Elmore,132,339,100%,VT
Jamaica,132,311,100%,VT
Grafton,131,210,100%,VT
Sheffield,131,110,100%,VT
Springfield,130,34,100%,ME
Pomfret,130,395,100%,VT
Plainfield,129,424,100%,VT
Carrabassett Valley,127,267,100%,ME
Wallagrass,127,154,100%,ME
Landaff,127,105,100%,NH
Stratford,126,132,100%,NH
Panton,126,171,100%,VT
Andover,125,166,100%,VT
Plymouth,125,173,100%,VT
Castle Hill,123,85,100%,ME
Tinmouth,123,139,100%,VT
Westfield,123,134,100%,VT
Swan's Island,122,102,100%,ME
Sudbury,122,163,100%,VT
Weston,121,55,100%,ME
Atkinson,120,50,100%,ME
Perham,119,60,100%,ME
Roxbury,118,186,100%,VT
Vershire,118,189,100%,VT
Worcester,117,374,100%,VT
Islesboro,116,280,100%,ME
Sweden,116,115,100%,ME
Shelburne,116,125,100%,NH
Newark,116,130,100%,VT
Middlefield,115,155,100%,MA
Aroostook,114,85,100%,ME
Charlotte,114,51,100%,ME
Pittsfield,114,147,100%,VT
Peacham,113,291,100%,VT
St. George,110,200,100%,VT
Newry,109,136,100%,ME
Eaton,109,157,100%,NH
Reading,108,231,100%,VT
Plainfield,107,263,100%,MA
Weston,106,267,100%,VT
Benton,105,72,100%,NH
Strafford,105,500,100%,VT
Wendell,104,402,100%,MA
Chatham,103,79,100%,NH
Ira,103,102,100%,VT
Crystal,102,33,100%,ME
Jay,101,113,100%,VT
Rowe,99,122,100%,MA
Amherst,99,57,100%,ME
Smyrna,99,38,100%,ME
Woodville,99,23,100%,ME
Dummer,99,65,100%,NH
Waterville,99,150,100%,NH
Pelham,98,738,100%,MA
Arrowsic,98,221,100%,ME
Stow,98,97,100%,ME
Rangeley Plt.,97,51,100%,ME
West Fairlee,97,161,100%,VT
Dyer Brook,96,38,100%,ME
Medford,96,44,100%,ME
St. Francis,96,127,100%,ME
Greensboro,96,271,100%,VT
Kirby,96,125,100%,VT
Topsfield,95,20,100%,ME
Clarksville,95,68,100%,NH
Sandgate,95,99,100%,VT
Chilmark,94,617,100%,MA
Moose River,94,15,100%,ME
Sharon,94,132,100%,NH
Windsor,94,28,100%,NH
Grand Isle,93,122,100%,ME
Shirley,93,43,100%,ME
Westmore,93,103,100%,VT
Dallas Plt.,92,90,100%,ME
St. John Plt.,92,58,100%,ME
Marlboro,90,432,100%,VT
Washington,89,217,100%,MA
Stoneham,89,77,100%,ME
Monterey,88,417,100%,MA
Sorrento,87,99,100%,ME
Wade,86,41,100%,ME
Allagash,85,69,100%,ME
Hanover,85,84,100%,ME
Orange,85,73,100%,NH
Belvidere,85,53,100%,VT
Kenedy,84,99,100%,TX
Waltham,83,149,100%,VT
Amity,82,29,100%,ME
Merrill,82,37,100%,ME
Cary Plt.,81,24,100%,ME
Masardis,79,44,100%,ME
Randolph,79,160,100%,NH
Windham,78,156,100%,VT
Guildhall,76,40,100%,VT
Winterville Plt.,74,53,100%,ME
Weybridge,74,415,100%,VT
Roque Bluffs,72,90,100%,ME
Mount Chase,71,23,100%,ME
Tyringham,70,201,100%,MA
Highland Plt.,70,33,100%,ME
East Haven,70,51,100%,VT
Orient,69,13,100%,ME
Brookline,68,169,100%,VT
Whiting,68,95,100%,VT
Hawley,67,105,100%,MA
North Haven,67,189,100%,ME
Baring Plt.,66,48,100%,ME
Chebeague Island,66,232,100%,ME
Woodford,66,94,100%,VT
Northfield,65,38,100%,ME
Easton,65,118,100%,NH
Edinburg,63,35,100%,ME
Gilead,62,42,100%,ME
Meddybemps,62,30,100%,ME
Wellington,62,48,100%,ME
Reed Plt.,61,14,100%,ME
Athens,61,69,100%,VT
Bowerbank,60,25,100%,ME
Baltimore,60,50,100%,VT
Maidstone,60,39,100%,VT
Grand Lake Stream Plt,59,32,100%,ME
Indian Township Vtng Dst,59,184,100%,ME
Beaver Cove,58,37,100%,ME
Caswell,58,73,100%,ME
Willimantic,58,20,100%,ME
Roxbury,58,72,100%,NH
Ripton,58,228,100%,VT
Vanceboro,57,28,100%,ME
Loving,57,4,100%,TX
Whitneyville,56,41,100%,ME
West Haven,56,56,100%,VT
Cooper,55,33,100%,ME
Coplin Plt.,54,40,100%,ME
Hancock,54,75,100%,VT
Peru,54,166,100%,VT
Stockholm,53,67,100%,ME
Alford,52,226,100%,MA
Byron,52,29,100%,ME
Hamlin,52,48,100%,ME
Long Island,52,109,100%,ME
Piscataquis,52,14,100%,ME
Bloomfield,52,30,100%,VT
Stratton,50,65,100%,VT
Crawford,48,21,100%,ME
Pleasant Point Votng Dst,47,162,100%,ME
Norton,46,30,100%,VT
Wesley,44,27,100%,ME
Penobscot Nation Vot Dst,43,201,100%,ME
Mount Tabor,42,45,100%,VT
Cranberry Isles,41,100,100%,ME
Sandy River Plt.,40,45,100%,ME
New Ashford,39,101,100%,MA
Lake View Plt.,39,33,100%,ME
Upton,39,13,100%,ME
Victory,38,18,100%,VT
Hammond,37,8,100%,ME
Searsburg,36,19,100%,VT
Aquinnah,34,231,100%,MA
Waite,34,12,100%,ME
Haynesville,33,11,100%,ME
Pleasant Ridge Plt.,33,11,100%,ME
Brighton Plt.,32,12,100%,ME
Lakeville,32,18,100%,ME
Garfield Plt.,31,14,100%,ME
West Forks Plt.,31,15,100%,ME
Goshen,31,78,100%,VT
Deblois,30,6,100%,ME
Granville,29,82,100%,VT
Cyr Plt.,28,22,100%,ME
Brunswick,28,21,100%,VT
Lemington,28,18,100%,VT
Gosnold,27,36,100%,MA
Macwahoc Plt.,27,14,100%,ME
Monroe,26,25,100%,MA
Frye Island,26,43,100%,ME
Osborn,26,14,100%,ME
Webster Plt.,26,5,100%,ME
Moro Plt.,25,1,100%,ME
Oxbow Plt.,25,10,100%,ME
Beddington,24,11,100%,ME
Westmanland,24,24,100%,ME
Ellsworth,24,26,100%,NH
Caratunk,23,27,100%,ME
Frenchboro,23,7,100%,ME
Hersey,23,4,100%,ME
Great Pond,22,15,100%,ME
Talmadge,22,13,100%,ME
Granby,22,12,100%,VT
Stannard,22,58,100%,VT
The Forks Plt.,21,9,100%,ME
Drew Plt.,20,3,100%,ME
Mount Washington,19,76,100%,MA
Dennistown Plt.,19,5,100%,ME
Seboeis Plt.,19,15,100%,ME
Matinicus Isle Plt.,18,33,100%,ME
Landgrove,18,71,100%,VT
Aurora,17,48,100%,ME
Carroll Plt.,17,72,100%,ME
Lincoln Plt.,17,8,100%,ME
Maxfield,17,36,100%,ME
Millsfield,16,4,100%,NH
Isle Au Haut,15,38,100%,ME
Magalloway Plt.,15,2,100%,ME
Harts Location,14,17,100%,NH
Washington Cty Townships,13,4,100%,ME
Wentworth's Location,13,5,100%,NH
Nashville Plt.,12,7,100%,ME
Kingsbury Plt.,9,9,100%,ME
Monhegan Plt.,6,40,100%,ME
Glenwood Plt.,2,0,100%,ME
Dixville,2,4,100%,NH
Franklin Cty Townships,0,0,100%,ME
Hancock Cty Townships,0,0,100%,ME
